route_id,mode,operator,route_name,region,frequency,n_stops,origin,destination,in_connection_model,not_in_model_because,counts_for_connectivity,bikes_carried,rider_note
water-taxi:wt015,water-taxi,West Coast Launch,Cow Bay (Prince Rupert) – Digby Island Airport,North Coast,limited,2,Prince Rupert,Digby Island,TRUE,,TRUE,unknown,"About ten minutes across, timed with the airport shuttle; give advance notice."
water-taxi:wt016,water-taxi,West Coast Launch,Cow Bay (Prince Rupert) – Metlakatla,North Coast,limited,2,Prince Rupert,Metlakatla,TRUE,,TRUE,unknown,About 30 minutes across; scheduled and charter service.
water-taxi:wt017,water-taxi,West Coast Launch,Cow Bay (Prince Rupert) – Oona River,North Coast,,2,Prince Rupert,Oona River (Porcher Island),FALSE,"charter only, not a scheduled service",FALSE,unknown,About an hour and a quarter to Porcher Island; call to arrange.
water-taxi:wt018,water-taxi,Metlakatla Ferry Service,Prince Rupert (Cow Bay) – Metlakatla,North Coast,limited,1,Prince Rupert,Prince Rupert,TRUE,,TRUE,unknown,"Community ferry from Cow Bay, about 15 minutes across, with several departures Monday to Friday."
water-taxi:wt019,water-taxi,SeaCoastal Water Taxi (Kitasoo Xai'xais),Bella Bella – Klemtu,Central Coast (Great Bear Rainforest),,2,Bella Bella,Klemtu,TRUE,,TRUE,unknown,Scheduled run between Bella Bella and Klemtu; up to 12 passengers plus freight.
water-taxi:wt020,water-taxi,Lund Water Taxi,Lund – Sarah Point (Sunshine Coast Trail),qathet (Powell River) / Sunshine Coast,,2,Lund,Sarah Point (Malaspina Peninsula),FALSE,"charter only, not a scheduled service",FALSE,unknown,By reservation; trailhead drop-off for the Sunshine Coast Trail (also Desolation Sound and Cortes).
water-taxi:wt021,water-taxi,Cape Scott Water Taxi (North Coast Trail Shuttle),Port Hardy – Shushartie Bay,Mount Waddington (North Vancouver Island),,2,Port Hardy,Shushartie Bay (Cape Scott Park),FALSE,"charter only, not a scheduled service",FALSE,unknown,"Pre-booked North Coast Trail drop-off, about an hour; 7am departures when booked; beach landings depend on the tide."
water-taxi:wt022,water-taxi,Cape Scott Water Taxi (North Coast Trail Shuttle),Port Hardy – Cape Sutil / Fisherman Bay,Mount Waddington (North Vancouver Island),,3,Port Hardy,Fisherman Bay (Cape Scott Park),FALSE,"charter only, not a scheduled service",FALSE,unknown,"Pre-booked alternate North Coast Trail access; high-tide-only landings, 6-person minimum to Fisherman Bay."
water-taxi:wt023,water-taxi,Cape Scott Water Taxi (North Coast Trail Shuttle),Port Hardy – Mid-Coast inlets,Mount Waddington / Central Coast,on-demand,7,Port Hardy,Calvert Island,FALSE,"on demand only, not a scheduled service",FALSE,unknown,
water-taxi:wt024,water-taxi,Qaya Way West Transportation,Campbell River – Discovery Islands (Northern run),Strathcona / Discovery Islands,limited,10,Campbell River,Hemming Bay,TRUE,,TRUE,unknown,"Northern run Mondays and Fridays year-round, plus a seasonal Wednesday sailing; reservations required."
water-taxi:wt025,water-taxi,Discovery Launch Water Taxi,Campbell River – Discovery Islands & Mainland Inlets,Strathcona / Discovery Islands,,6,Campbell River,Bute Inlet (mainland),FALSE,"charter only, not a scheduled service",FALSE,unknown,
water-taxi:wt026,water-taxi,Blind Channel Water Taxi,Blind Channel (West Thurlow) – Outer Discovery Islands,Strathcona / Discovery Islands,,5,Blind Channel (West Thurlow Island),Quadra Island,FALSE,"charter only, not a scheduled service",FALSE,unknown,
water-taxi:wt027,water-taxi,Discovery West Adventures,Campbell River – Outer Discovery Islands,Strathcona / Discovery Islands,,4,Campbell River,Frederick Arm (mainland),FALSE,"charter only, not a scheduled service",FALSE,unknown,
water-taxi:wt028,water-taxi,Sutil Charters,Quadra Island – Cortes Island,Strathcona / Discovery Islands,,2,Quadra Island,Cortes Island,FALSE,"charter only, not a scheduled service",FALSE,unknown,
water-taxi:wt029,water-taxi,Terracentric Coastal Adventures,Lund – Cortes Island,qathet (Powell River) / Sunshine Coast,,2,Lund,Cortes Island,FALSE,"charter only, not a scheduled service",FALSE,unknown,
water-taxi:wt030,water-taxi,Shorebird Expeditions,Tahsis – Yuquot (Friendly Cove),Strathcona / West Coast Vancouver Island (Nootka Sound),,3,Tahsis,Yuquot / Friendly Cove (Nootka Island),FALSE,"charter only, not a scheduled service",FALSE,unknown,
water-taxi:wt031,water-taxi,Nootka Water Taxi,Gold River – Yuquot (Friendly Cove),Strathcona / West Coast Vancouver Island (Nootka Sound),,3,Gold River,Hesquiat Peninsula,FALSE,"charter only, not a scheduled service",FALSE,unknown,
water-taxi:wt032,water-taxi,Zeballos Expeditions (Zeballos Water Taxi),Zeballos – Nuchatlitz / Nootka Island,Strathcona / West Coast Vancouver Island (Esperanza-Nootka),,5,Zeballos,Louie Bay (Nootka Island),FALSE,"charter only, not a scheduled service",FALSE,unknown,
water-taxi:wt033,water-taxi,West Coast Launch,Kitimat – Hartley Bay,North Coast / Kitimat-Stikine,,3,Kitimat,Kemano,FALSE,"charter only, not a scheduled service",FALSE,unknown,About 1.5–2 hours down Douglas Channel; call to arrange.
water-taxi:wt034,water-taxi,West Coast Launch,Cow Bay (Prince Rupert) – Kitkatla (Gitxaała),North Coast,limited,2,Prince Rupert,Kitkatla (Gitxaała),TRUE,,TRUE,unknown,"Twice-weekly ferry run in partnership with Gitxaała (Fridays 11am, Sundays noon); about 1.5–2 hours."
water-taxi:wt035,water-taxi,West Coast Launch,Cow Bay (Prince Rupert) – Lax Kw'alaams (Port Simpson),North Coast,,5,Prince Rupert,"Ketchikan (Alaska, USA)",FALSE,"charter only, not a scheduled service",FALSE,unknown,Call to arrange; also serves Gingolx and the Khutzeymateen.
water-taxi:wt036,water-taxi,Tsimshian Storm (Kitkatla/Hartley Bay/Metlakatla),Prince Rupert (Metlakatla dock) – Kitkatla,North Coast,limited,4,Prince Rupert,Kitkatla (Gitxaała),TRUE,,TRUE,unknown,"Departs Prince Rupert twice weekly at 10am, returning from Kitkatla at noon; sailings are weather-dependent."
water-taxi:wt037,water-taxi,SeaCoastal Water Taxi (Kitasoo Xai'xais),Klemtu / Bella Bella – Central Coast communities,Central Coast (Great Bear Rainforest),on-demand,7,Klemtu,Prince Rupert,FALSE,"on demand only, not a scheduled service",FALSE,unknown,
water-taxi:wt038,water-taxi,MV Uchuck III (Nootka Sound Service Ltd / Get West),Gold River – Tahsis,Strathcona / West Coast Vancouver Island (Nootka Sound),limited,2,Gold River,Tahsis,TRUE,,TRUE,unknown,A working coastal freighter that takes passengers; Nootka Sound day trips most Tuesdays.
water-taxi:wt039,water-taxi,MV Uchuck III (Nootka Sound Service Ltd / Get West),Gold River – Yuquot (Friendly Cove),Strathcona / West Coast Vancouver Island (Nootka Sound),limited,2,Gold River,Yuquot / Friendly Cove (Nootka Island),TRUE,,TRUE,unknown,"Wednesday and Saturday sailings pick up Nootka Trail hikers at Friendly Cove, late June to early September."
water-taxi:wt040,water-taxi,MV Uchuck III (Nootka Sound Service Ltd / Get West),Gold River – Kyuquot,Strathcona / West Coast Vancouver Island (Nootka–Kyuquot),limited,4,Gold River,Kyuquot,TRUE,,TRUE,unknown,"Overnight run to Kyuquot via Esperanza Inlet, Thursday to Friday, June to September."
