listing_key,name,category,subcategory,community,region,lat,lon,tier,website,address,price_band,ownership,notability,rider_delight,indigenous_role,osm_id,origin,google_place_id,google_place_id_match_km,wow_evidence,description
99dcd65e34,Samurai Sushi & Teriyaki,Food & Drink,Restaurant,Parksville,Vancouver Island,49.3201195,-124.308287,info,https://samurai-parksville.ca,"208 East Island Hwy E, Parksville, BC",Casual,Buy BC (independent),1,,,n5857747192,osm,,,DINE IN or TAKE-OUT,"Samurai Sushi & Teriyaki is an authentic Japanese restaurant in Parksville on the east coast of Vancouver Island, located directly on the East Island Highway — a primary cycling corridor. It serves sushi and teriyaki for both dine-in and takeout, making it a convenient stop for cyclists travelling the Island Route."
99ddf29532,Spice Cart Indian Cuisine,Food & Drink,Restaurant,Port Coquitlam,"Vancouver, Coast and Mountains",49.2718263,-122.755494,info,https://spicecartrestaurant.ca/,"1475 Prairie Avenue, Port Coquitlam, V3B 1T3",Casual,Buy BC (independent),0,,,n11200464624,osm,,,,"Spice Cart Indian Cuisine is an authentic Indian restaurant in Port Coquitlam specializing in fresh curries, tandoori dishes, and biryani made with traditional spices and high-quality ingredients. The menu features both meat and vegetarian options prepared with time-tested cooking methods. Cyclists can dine in or order for pickup, with delivery also available."
99e1c3c985,Tim Hortons,Food & Drink,Fast Food / Chain,Delta,"Vancouver, Coast and Mountains",49.1558423,-122.9115902,welcoming,https://www.timhortons.ca/store-locator/store/restaurant_70071,"8380 112 Street, V4C 7A2",Cheap eats,Global chain,,,,n4884639397,chain,,,,
99e44591e9,El Furniture Warehouse - Granville,Food & Drink,Restaurant,Vancouver,"Vancouver, Coast and Mountains",49.2795769,-123.1228253,welcoming,https://www.warehousegroup.ca/el-furniture-warehouse-granville,"989 Granville Street, Vancouver, BC V6Z 1L3",Cheap eats,Buy BC (independent),1,,,n4859580822,osm,,,Part of the multi-city Warehouse Group chain,"El Furniture Warehouse on Granville is a casual restaurant and bar in Vancouver's Entertainment District, situated steps from the Orpheum and Commodore Ballrooms. The space features brick walls, neon lighting, and roll-up windows that give it an indie-show atmosphere, plus both a covered storefront patio and a summer street patio overlooking Granville Street. Part of the multi-city Warehouse Group chain, it serves a concise menu of burgers, tacos, poutine, and salads with vegetarian options throughout."
99e7e0ceff,The Keg,Food & Drink,Restaurant,Surrey,"Vancouver, Coast and Mountains",49.0611306,-122.801846,info,https://thekeg.com/en/locations/morgan-creek,"15180 32nd Avenue Diversion, Surrey, British Columbia, V3Z 3M1",Upscale,Buy BC (chain),1,,,n8826969138,osm,,,well-established chain destination,"The Keg Morgan Creek is a full-service steakhouse and bar located in South Surrey's Morgan Creek neighbourhood, about 10 minutes from White Rock Beach. The location features a heated and covered patio, a lounge with bar and TVs, and free parking. It is a well-established chain destination offering a sit-down dining experience as well as takeout and DoorDash delivery."
99e84cdf82,Falls Lake Campsite,Camping,Public Campground,"Remote & backcountry, Fraser Valley Regional District","Vancouver, Coast and Mountains",49.6149832,-121.0729162,info,https://bcparks.ca/coquihalla-summit-recreation-area/,"Falls Lake Trail, Yale, BC V0X 1W0, Canada",,Provincial park,1,,,w300158824,osm,ChIJqYqIE8_cg1QRr0ywjszJEAY,0.9,free campsite... no potable water is available,"A free campsite within the high-elevation Coquihalla Summit Recreation Area, beside a 25-hectare lake offering rainbow trout fishing and granite peak scenery; no potable water is available and access is via a 1 km spur road west off Hwy 5."
99ea637acd,Dairy Queen,Food & Drink,Ice Cream,Clearwater,Thompson Okanagan,51.6514932,-120.0346552,info,https://www.dairyqueen.com/,"318 Eden Rd, Clearwater, BC V0E 1N1, Canada",Cheap eats,Global chain,,,,w339858066,chain,ChIJcbntp8XbgVMREKkgjw5k-RY,0.0,,
99ed81f2a7,Carp Lake Park,Camping,Public Campground,"Remote & backcountry, Regional District of Fraser-Fort George",Northern British Columbia,54.720956,-123.447094,info,https://bcparks.ca/?orcs=251,,,Provincial park,1,,,,bcparks_addition,,,72 vehicle-accessible sites,Carp Lake Park provincial park campground — 72 vehicle-accessible sites.
99ee4f8131,Subway,Food & Drink,Fast Food / Chain,Surrey,"Vancouver, Coast and Mountains",49.1913787,-122.8449032,info,https://www.subway.com/,10392 King George Boulevard,Cheap eats,Global chain,,,,n3663875431,chain,,,,
99eec2e93d,Soapolallie Soapworks,Attractions,Activity / Experience,Enderby,Thompson Okanagan,50.55063744138866,-119.13905421588312,info,https://soapw.com/,"611 Cliff Avenue, Enderby, BC V0E 1V0",N/A,Private (BC-owned),1,1,Indigenous owned; Indigenous operated,,manual,,,"Artisan soap maker named for the soapberry; pleasant local shop, ordinary as an attraction.","Soapolallie Soapworks is a small-batch artisan soap and personal care maker in downtown Enderby, BC, named after the soapberry plant significant to Indigenous cultures of the region. The business emphasizes eco-friendly, natural ingredients and deep community ties, partnering with the Kingfisher Interpretive Centre on environmental stewardship and salmon habitat initiatives. Located just off Hwy 97A with free parking, it has offered cyclists a unique locally made gift stop in the Okanagan-Shuswap corridor."
99f03926da,Derrick Lake (Steward) Recreation Site,Camping,Public Campground,Cranberry Junction,Northern British Columbia,55.6496848,-128.6485477,info,https://www.sitesandtrailsbc.ca/resource/REC6069,"Kitimat-Stikine A, BC V8G 0G8, Canada",,Provincial rec site,1,,,n3391832241,camping_only,ChIJGQWjLOnxClQRSyFrvC8b9dc,0.0,reached by roughly 7 km of rough forest service road,"A rustic 4-site free rec site on Derrick Lake in Northern BC, with two sites tucked into mature hemlock forest above the lake and two more near a boat launch and dock; reached by roughly 7 km of rough forest service road off Hwy 37."
99f37a4dbe,JJ Bean,Food & Drink,Café / Coffee,Burnaby,"Vancouver, Coast and Mountains",49.2277573,-123.003644,welcoming,https://www.jjbeancoffee.com/,6067 Silver Drive,Cheap eats,Buy BC (chain),,,,n9494097417,chain,,,,
99feaf9ae4,Vancouver Soup Company,Groceries,Specialty / Health Food,Vancouver,"Vancouver, Coast and Mountains",49.2683943,-123.0976391,info,https://vancouversoupcompany.com/,"292 East 1st Avenue, Vancouver",,Buy BC (independent),0,,,n7179955510,osm,,,deli shop at 292 East 1st Avenue,"Vancouver Soup Company is a deli shop on East 1st Avenue in the Mount Pleasant neighbourhood of Vancouver. The business name suggests a focus on soups and prepared foods, making it a potential hot-meal stop for touring cyclists moving through this busy inner-city corridor. Payment by cash, credit, and debit is confirmed via OSM."
9a06c8f38c,Kai Japanese Restaurant,Food & Drink,Restaurant,Langley,"Vancouver, Coast and Mountains",49.1547609,-122.6668609,welcoming,https://kailangley.ca/,"#100-8353 200A St, Langley Twp, BC",Casual,Buy BC (independent),0,,,n12766525489,osm,,,sushi restaurant in Langley offering dine-in service,Kai Japanese Restaurant is a sushi restaurant in Langley offering dine-in service and online ordering. It provides a quality sit-down meal option for touring cyclists passing through the area.
9a0bb9c124,SUD Café,Food & Drink,Café / Coffee,Vancouver,"Vancouver, Coast and Mountains",49.2862333,-123.1368782,info,https://www.sudcafe.net/,"1082 Cardero Street, Vancouver, V6G 1S6",Cheap eats,Buy BC (independent),1,,,n13823020481,osm,,,founded by the owners of Gastown's PETRICHOR restaurant,"SUD Café is a French-inspired café in Vancouver's West End, founded by the owners of Gastown's PETRICHOR restaurant and devoted to the relaxed culinary spirit of the South of France. The kitchen turns out house-made pastries and viennoiserie—croissants, fougasse, moelleux au chocolat—alongside brunch sandwiches built on fresh brioche and a full espresso bar with specialty drinks like apricot-lavender iced matcha. Its intimate space doubles as a private-events venue, making it a versatile neighbourhood anchor for cyclists exploring the West End."
9a11da8294,Little Acre Fruitstand,Groceries,Grocery Store,Greata,Thompson Okanagan,49.6772745,-119.7155053,info,https://www.facebook.com/pages/Little-Acre-Fruitstand/200898036959756,"Okanagan-Similkameen, BC V0H 1Z3, Canada",,Buy BC (independent),1,,,n5923058898,osm,ChIJ0xrHetNvglQRr5h6zvvoGo8,12.1,"fruit and vegetable stand in Naramata, situated in the Okanagan Valley wine region","A fruit and vegetable stand in Naramata, situated in the Okanagan Valley wine region. Convenient stop for touring cyclists to purchase fresh local produce."
9a1b6ec707,CoCo Fresh Tea & Juice,Food & Drink,Café / Coffee,Vancouver,"Vancouver, Coast and Mountains",49.2845132,-123.114372,welcoming,https://cocobubbletea.ca/,"655 West Pender Street, Vancouver",Cheap eats,Global chain,,,,n3789881497,chain,,,,
9a1c057ccf,Mill Farm Regional Park Reserve,Attractions,Park / Nature,Salt Spring Island,Vancouver Island,48.7679315,-123.532031,info,https://www.crd.ca/parks-recreation/find-park-or-trail/mill-farm-regional-park,,Free,Public,1,1,,a11674069,osm,ChIJ6UK0qX5bj1QRb5ZAohf7ZY0,13.4,CRD park reserve (on Salt Spring above Musgrave Landing; record misplaces it near Duncan).,"Mill Farm Regional Park Reserve is a nature reserve managed by the Capital Regional District near Duncan on southern Vancouver Island. It protects a rural landscape within the CRD's regional parks network, offering visitors a chance to experience natural habitat close to the Cowichan Valley. Touring cyclists in the area may find it a worthwhile natural detour, though specific on-site facilities have not been confirmed."
9a1c9a960c,Serious Coffee,Food & Drink,Café / Coffee,Mill Bay,Vancouver Island,48.6417209,-123.5544375,info,https://www.seriouscoffee.com/central-island/mill-bay,"2490 Trans-Canada Highway, V0R 2P0",Cheap eats,Buy BC (chain),1,,,n2258881500,osm,ChIJI9aCKStmj1QRCdDQiE_D1vs,0.2,BC-based specialty coffee chain... sits on one of Vancouver Island's primary cycling routes,"Serious Coffee is a BC-based specialty coffee chain with a location on the Trans-Canada Highway in Mill Bay, a natural stop for cyclists travelling the Island corridor. The shop sits on one of Vancouver Island's primary cycling routes, making it a convenient rest point for long-distance tourers. As a full café, it would typically offer hot drinks, food items, and seating."
9a1da1360f,Hula,Food & Drink,Restaurant,Richmond,"Vancouver, Coast and Mountains",49.1924582,-123.1811231,info,https://www.hulapoke.ca/,"1204 - 7899 Templeton Station Rd, Richmond, BC",Cheap eats,Buy BC (independent),0,,,n13537250835,osm,,,poke bowl chain growing across Western Canada,"Hula Poké is a Hawaiian-inspired fast-casual poke bowl chain growing across Western Canada, offering fully customizable bowls built on coconut rice, sushi rice, or kelp noodles with proteins ranging from raw-marinated ahi tuna and salmon to tofu and sweet potato. Their Richmond outpost sits within the McArthurGlen Designer Outlets near YVR, making it a convenient stop for cyclists passing through the airport corridor. The menu spans ten-plus globally-inspired bowl flavours and includes a line of fruit-infused coconut water drinks."
9a1f2f642f,Gurkha Himalayan Kitchen,Food & Drink,Restaurant,Vancouver,"Vancouver, Coast and Mountains",49.2812088,-123.131973,welcoming,http://www.gurkha.ca,"1141 Davie Street, Vancouver, V6E 1N2",Casual,Buy BC (independent),1,,,n3785687432,osm,,,Nepali and Tibetan restaurant on Davie Street in Vancouver's West End,"Gurkha Himalayan Kitchen is a Nepali and Tibetan restaurant on Davie Street in Vancouver's West End, named after the legendary Gurkha soldiers from Nepal's Gorkha district. The menu centres on authentic dishes like momos, daal-bhaat, thukpa soup, and chowmein noodles alongside Indian specialties, with an emphasis on fresh Himalayan herbs and spices. Reviewers consistently praise the friendly, knowledgeable staff and cuisine they describe as reminiscent of Kathmandu."
9a27825fd2,Big Bazaar,Groceries,Grocery Store,Surrey,"Vancouver, Coast and Mountains",49.1846232,-122.844217,info,https://big-bazaar.ca/,"13639 100 Avenue, Surrey",,Buy BC (independent),,,,n4416982509,chain,,,,
9a2b477f90,Freshslice Pizza,Food & Drink,Fast Food / Chain,Chilliwack,"Vancouver, Coast and Mountains",49.1043724,-121.962905,welcoming,https://www.freshslice.com,,Cheap eats,Buy BC (chain),,,,n4349297763,chain,ChIJ0Wn_Qgo_hFQRKJxu36FTxsc,0.2,,
9a31200cc7,Blenz Coffee,Food & Drink,Café / Coffee,Vancouver,"Vancouver, Coast and Mountains",49.2796325,-123.10785,welcoming,https://www.blenz.com/news/stores/blenz-at-international-village/,"603 Abbott Street, Vancouver, BC V6B 6N7",Cheap eats,Buy BC (chain),0,,,n1793682461,osm,,,BC-founded specialty coffee chain,"Blenz Coffee at International Village is a location of a BC-founded specialty coffee chain situated in downtown Vancouver near Chinatown and Gastown. The cafe offers espresso drinks, nitro coffee, whole-leaf teas, and a full food menu spanning pastries, sandwiches, wraps, and desserts. Both indoor and outdoor seating are available, making it a practical urban rest stop for cyclists passing through the core."
9a323cf664,Panda Pod Hotel,Accommodation,Hotel / Motel,Richmond,"Vancouver, Coast and Mountains",49.1630966,-123.1363783,info,,6940 Number 3 Road,Rock-bottom,Buy BC (independent),0,,,n7130156563,osm,ChIJAT1TZCkLhlQRjQdPvA7Ns-c,0.1,,A hotel in Richmond. Specific amenities and cyclist services could not be verified due to website access failure.
9a33f819f2,Holiday Inn Express Fort St John,Accommodation,Hotel / Motel,Fort St John,Northern British Columbia,56.234742,-120.8368626,info,https://www.ihg.com/holidayinnexpress/hotels/us/en/fort-st-john/yxjbc/hoteldetail,9504 Alaska Road North,Mid-range,Global chain,0,,,w992549455,osm,ChIJHXF7LJY2klMR-LbSmdp7EwU,0.0,,"A Holiday Inn Express hotel in Fort St John, BC, providing standard midrange accommodation in a 3-level property. Suitable as a rest stop for touring cyclists passing through Northern BC."
9a36543e27,24 Seven,Groceries,Convenience Store,Penticton,Thompson Okanagan,49.4955528,-119.6132256,info,https://www.facebook.com/24sevenpetro/,,,Buy BC (independent),0,,,n12952479301,osm,,,,"24 Seven is a convenience store in Penticton, BC, tagged in OpenStreetMap as a shop=convenience. The Facebook URL slug '24sevenpetro' suggests a possible affiliation with a Petro-Canada fuel station, which would make it a combined fuel-and-convenience stop — a common and practical waypoint for touring cyclists moving through the Okanagan."
9a39bb01ef,Cha Don,Food & Drink,Fast Food / Chain,Richmond,"Vancouver, Coast and Mountains",49.1859046,-123.1336407,welcoming,https://www.facebook.com/p/%E8%8C%B6%E6%AA%94-Cha-Don-61573137501658/,"4540 Number 3 Rd Unit 1175, Richmond, BC V6X 4E4, Canada",Cheap eats,Buy BC (independent),0,,,w1416462977,osm,ChIJLXiNRgB1hlQRpxs7Cqpi6l8,2.0,,"Cha Don is a Chinese fast-food restaurant located in Richmond, BC. The OSM record indicates an indoor, ground-level unit, suggesting a food-court or strip-mall style setting typical of Richmond's dense dining districts. Touring cyclists passing through the area would find it a quick stop for Chinese fare."
9a44c1b4dd,JJ Bean,Food & Drink,Café / Coffee,Vancouver,"Vancouver, Coast and Mountains",49.2864617,-123.1258647,welcoming,https://www.jjbeancoffee.com/,"1188 Alberni Street, Vancouver",Cheap eats,Buy BC (chain),,,,n3687593480,chain,,,,
9a46de0134,McArthur Island Sport and Event Centre,Attractions,Community Centre,Kamloops,Thompson Okanagan,50.6946679,-120.3716699,info,https://www.kamloops.ca/recreation-culture/facilities/mcarthur-island-sport-event-centre,"1665 Island Parkway, Kamloops",Rec / drop-in,Public,1,1,,w125445113,osm,,,Municipal lacrosse/multi-sport facility on the park island beside the river trail network.,"McArthur Island Sport and Event Centre is a City of Kamloops municipal facility situated on McArthur Island in the Thompson River, primarily serving lacrosse and multi-sport events. The island setting is accessible via a short bridge and sits within a larger park complex that is popular with walkers and cyclists riding the river trail network. As a public facility it may offer services useful to touring cyclists passing through Kamloops, though specific amenities are unconfirmed."
9a4a212c48,Vadapav Mirchi,Food & Drink,Restaurant,New Westminster,"Vancouver, Coast and Mountains",49.2114693,-122.9356642,welcoming,https://www.clover.com/online-ordering/vada-pav-mirchi-by-geeta,"832 12th Street, New Westminster, BC",Casual,Buy BC (independent),1,,,n9572024909,osm,,,regional Indian cuisine rarely found in the Lower Mainland,"Vadapav Mirchi is a strictly vegetarian Indian restaurant specializing in Maharashtrian street food, with the signature dish being vada pav — a deep-fried spiced potato dumpling served in a bread bun with garlic chutney and fried green chillies. The menu spans traditional Maharashtra staples including Misal Pav, Pav Bhaji, Puran Poli, and Thalipeeth, representing a regional Indian cuisine rarely found in the Lower Mainland. A touring cyclist seeking a filling, meat-free meal near New Westminster's 12th Street corridor would find this a distinctive stop."
9a4c79e85e,The Strath,Groceries,Liquor Store,Victoria,Vancouver Island,48.4234765,-123.3654168,info,https://strathconahotel.com/,"919 Douglas Street, Victoria, BC V8W 2C2",,Buy BC (independent),2,,,n3762065486,osm,,,"downtown Victoria landmark operating since 1913, housing a hotel, nine bars, Vancouver Island's biggest pub","The Strathcona Hotel is a downtown Victoria landmark operating since 1913, housing a hotel, nine bars, the Sticky Wicket (billed as Vancouver Island's biggest pub with live music and food), Big Bad John's legendary hillbilly bar, and Strath Liquor with a world-class whisky selection and focus on local BC wine, spirits, and ales. It anchors the 900-block of Douglas Street and draws a broad local and visitor crowd year-round. A touring cyclist arriving in Victoria would find it a convenient stop for food, drink, and supplies in the heart of downtown."
9a4cbe130a,Planet Ice Maple Ridge,Attractions,Community Centre,Maple Ridge,"Vancouver, Coast and Mountains",49.1937767,-122.5651771,info,https://planetice.ca/maple-ridge/,"23588 Jim Robson Way, Maple Ridge, BC V2W 1B8",Rec / drop-in,Public,1,1,,w417126413,osm,,,Two-rink public ice facility with public skating — standard 1/1.,"Planet Ice Maple Ridge is a two-rink public ice facility that opened in 1998 and operates in partnership with the City of Maple Ridge. The main rink, Cam Neely Arena, seats 1,200 spectators and both sheets are full NHL size (85 by 200 feet). The facility hosts hockey leagues, public skating, tournaments, and on-site services including a pro shop, skate sharpening, and a medical and performance clinic."
9a4fffedf0,Bean Scene,Food & Drink,Café / Coffee,Kelowna,Thompson Okanagan,49.8804504,-119.4618473,info,https://beanscene.ca/shops-new/bean-scene-hq/,"#100 - 1615 Dickson Avenue, Kelowna, BC",Cheap eats,Buy BC (independent),1,,,n10923388705,osm,,,"pioneer of the Third Wave Coffee movement in the Okanagan … small-batch, artisan-roasted coffee","Bean Scene HQ is a working roastery and café situated at the Landmark Business Centre in Kelowna, serving as the production hub for a small multi-location chain that bills itself as a pioneer of the Third Wave Coffee movement in the Okanagan. The on-site Probat roaster produces small-batch, artisan-roasted coffee strictly to order, ensuring freshness. An in-house wholesale bakery complements the café, turning out scratch-made items using local ingredients for lunches and pastries."
9a53a8a55e,BarBurrito,Food & Drink,Fast Food / Chain,Abbotsford,"Vancouver, Coast and Mountains",49.0550046,-122.3719571,welcoming,https://www.barburrito.ca/location/abbotsford/,"Unit 10 – 30728 Fraser Highway, Abbotsford, BC V2T 0E2",Cheap eats,Buy Canadian,0,,,n11165553971,osm,,,"Canada's largest burrito chain, founded in 2005 and now with 385+ locations","BarBurrito is Canada's largest burrito chain, founded in 2005 and now with 385+ locations, serving customizable Mexican-inspired burritos, bowls, tacos, and quesadillas made with fresh in-house ingredients. This Abbotsford location sits in a strip-mall unit on Fraser Highway in the Mt. Lehman area, offering dine-in and takeout as well as delivery via DoorDash and Uber Eats. A solid quick-stop option for touring cyclists passing through the Fraser Valley looking for a filling, build-your-own meal."
9a54bb5fb7,Main Street Poke,Food & Drink,Restaurant,Whistler,"Vancouver, Coast and Mountains",50.1188204,-122.957173,info,https://www.mainstreetpoke.ca/,"4368 Main Street, Whistler, V0N 1B4",Cheap eats,Buy BC (independent),1,,,n10604675078,osm,,,fast-casual bowl restaurant in Whistler serving fresh poke bowls,"Main Street Poke is a fast-casual bowl restaurant in Whistler serving fresh poke bowls, ramen, and rice bowls with a wide range of proteins, bases, and toppings including vegan options. The menu draws on the Hawaiian tradition of marinated fish bowls updated with West Coast and fusion flavours, and the business also offers catering for events. It's a popular quick-service stop in the village for hungry cyclists looking for a customizable, nourishing meal."
9a59707afe,Artisans' Studio,Attractions,Museum / Gallery,Nanaimo,Vancouver Island,49.1668259,-123.9365748,welcoming,https://www.facebook.com/ArtisansStudio/,"70 Bastion Street, Nanaimo, BC V9R 3A1",N/A,Nonprofit / community,1,1,,n9368008373,osm,ChIJix7MV1ihiFQRuw_g437kJ_I,0.3,Artist co-op gift gallery on Bastion Street; ordinary stop.,"Artisans' Studio is a local artist co-operative and gift shop located in downtown Nanaimo, describing itself as having 'a global reach.' Housed at 70 Bastion Street, it offers original artwork and gifts from local artists in a gallery setting. A touring cyclist exploring Nanaimo's Old City Quarter could stop in to browse local art and pick up a unique souvenir."
9a5e70d9a8,Tacofino,Food & Drink,Restaurant,Langford,Vancouver Island,48.4386783,-123.5060782,info,https://www.tacofino.com/location/langford-burrito-bar,,Casual,Buy BC (independent),,,,n12254417631,chain,,,,
9a602a6e68,Bard on the Beach Shakespeare Festival,Attractions,Museum / Gallery,Vancouver,"Vancouver, Coast and Mountains",49.2766458,-123.1421577,info,https://bardonthebeach.org/,1695 Whyte Avenue,Premium,Nonprofit / community,3,3,,n1127286534,osm,ChIJBfLuVXlxhlQRPasBKu09FG0,1.2,"Western Canada's largest professional Shakespeare festival, 37 seasons, performance tents against sea and mountains in Vanier Park; day-shaping summer evening when running — seasonal noted.","Bard on the Beach is Western Canada's largest not-for-profit professional Shakespeare Festival, staging plays and special events in two modern performance tents set against a backdrop of mountains, sea, and sky in Vancouver's Sen̓áḵw/Vanier Park. Now in its 37th season, the festival presents multiple Shakespeare productions alongside related dramas and special events such as improv nights. The Vanier Park site sits directly along Vancouver's waterfront seawall cycling corridor, making it a natural cultural stop for touring cyclists exploring the city's coastline."
9a609a693f,Subcity Donair,Food & Drink,Fast Food / Chain,West Kelowna,Thompson Okanagan,49.8647383,-119.5648921,info,https://subcity.ca/location/westside/,"1195 Industrial Road, West Kelowna, V1Z 1G4",Cheap eats,Buy BC (independent),1,,,n11933822578,osm,,,BC-based donair and sub chain,"Subcity Donair is a BC-based donair and sub chain with a Westside Kelowna location on Industrial Road. The restaurant is known for beef and chicken donairs made with top sirloin and a proprietary blend of 23 herbs and spices, served with a choice of seven sauces. A dedicated veggie menu including freshly prepared falafel and vegetarian pita makes it a flexible refuelling stop for cyclists with varied dietary needs."
9a679963d8,Five Guys,Food & Drink,Fast Food / Chain,Chilliwack,"Vancouver, Coast and Mountains",49.1518364,-121.9778323,info,https://www.fiveguys.com/,,Cheap eats,Global chain,,,,n3864583978,chain,,,,
9a681601e8,Hamber Park,Attractions,Park / Nature,"Remote & backcountry, Columbia Shuswap Regional District",Kootenay Rockies,52.4106598,-117.9630446,info,https://bcparks.ca/hamber-park/,,Free,Public,3,2,,n3703177073,osm,,,"UNESCO Rocky Mountain Parks component, but reachable only by a 22 km hike from Jasper — essentially inaccessible to touring cyclists; obscure despite designation.","Hamber Park is a vast remote wilderness in BC's Kootenay region, forming part of one of the world's largest contiguous protected area blocks and designated a UNESCO Canadian Rocky Mountains World Heritage Site. Access to the interior requires a 22 km journey from the Sunwapta Falls trailhead in Jasper National Park, with the primary destination being Fortress Lake and its surrounding alpine terrain. Facilities are minimal by design: a rustic campground with a toilet exists at the east end of the lake, while the rest of the park is undeveloped backcountry."
9a6a1542c2,Local Pizza,Food & Drink,Fast Food / Chain,Victoria,Vancouver Island,48.4460753,-123.3352916,welcoming,https://local-pizza.ca/,"1483 Douglas St #105, Victoria, BC V8W 2G2, Canada",Cheap eats,Buy BC (chain),1,,,n12185957962,osm,ChIJtylk7NF1j1QRP33b_4uiQ4o,0.1,Vancouver Island–born pizza chain with five Victoria-area outlets...walk-in pickup or online ordering,"Local Pizza is a Vancouver Island–born pizza chain with five Victoria-area outlets, including food court locations at Hillside and Mayfair malls and standalone shops on Douglas, Shelbourne, and Goldstream. The chain emphasises fresh ingredients and locally hired staff, positioning itself as a neighbourhood alternative to national pizza brands. Cyclists passing through Victoria will find multiple convenient locations for a quick pizza or side order via walk-in pickup or online ordering."
9a6cb266f1,Hopkins Harvest,Food & Drink,Restaurant,Windermere,Kootenay Rockies,50.4681446,-115.980178,info,https://www.hopkinsharvest.com/,"1645 Highway 93/95, Windermere, V0B 2L2",Cheap eats,Buy BC (independent),2,,,n6333925937,osm,,,family-owned specialty market established in 1995 ... genuine multi-concept food stop in the heart of the Columbia Valley,"Hopkins Harvest is a family-owned specialty market established in 1995 on Highway 93/95 in Windermere, combining a locally sourced produce and artisan goods market with the Hot Spot Bistro (wood-fired pizza, gourmet sandwiches, fresh-baked sourdough), a specialty coffee bar, and a seasonal ice cream truck. The market focuses on grower-direct and BC-sourced products including organic produce, wild-caught seafood, Okanagan fruit, and meat and dairy. It is a genuine multi-concept food stop in the heart of the Columbia Valley, well-positioned for touring cyclists on the busy Hwy 93/95 corridor."
9a6dfddd3f,The Legion,Food & Drink,Brewery / Pub,Lillooet,Cariboo Chilcotin Coast,50.6918122,-121.9372486,welcoming,https://legionbcyukon.ca/branches/lillooet-66/,"178 Mountainview Road, Lillooet, BC V0K 1V0",Casual,Buy BC (independent),1,,,n4735912464,osm,ChIJaeqIAduLgFQRH-IA0pqKN6Q,0.9,Royal Canadian Legion Lillooet Branch #66... part of the BC/Yukon Command's network of 145 branches,"The Royal Canadian Legion Lillooet Branch #66 is a community hub serving veterans and the broader public in Lillooet. As part of the BC/Yukon Command's network of 145 branches, it functions as a social club with a bar and meeting facilities. Cyclists passing through Lillooet may find it a welcoming local stop, though amenities for touring cyclists are unconfirmed."
9a725ce057,Sun Garden Chinese,Food & Drink,Restaurant,Vancouver,"Vancouver, Coast and Mountains",49.2514844,-123.127277,info,https://sungardenchinese.com/,"3832 Oak Street, V6H 2M5",Casual,Buy BC (independent),0,,,n12191979901,osm,,,sit-down Chinese restaurant on Oak Street,"Sun Garden Chinese is a sit-down Chinese restaurant on Oak Street in Vancouver serving an extensive Cantonese-style menu spanning chicken, beef, pork, seafood, tofu, and vegetarian dishes. The restaurant operates its own online ordering system for takeout. With 63 customer reviews and a broad menu, it is a reliable full-meal stop for cyclists passing through the Oak Street corridor."
9a76fdd862,Ong Ba Vietnamese Eatery,Food & Drink,Restaurant,Vancouver,"Vancouver, Coast and Mountains",49.2895924,-123.138072,welcoming,,"976 Denman Street, Vancouver",Casual,Buy BC (independent),0,,,n8095612097,osm,ChIJMXAeXMlzhlQRZZpqQjvb_Wg,3.6,Vietnamese restaurant on Denman Street in Vancouver's West End,Vietnamese restaurant on Denman Street in Vancouver's West End specializing in vegan and vegetarian dishes. Features both indoor and outdoor seating. A convenient stop for touring cyclists seeking quality Vietnamese food with dietary flexibility.
9a77ea9579,The Village Taphouse,Food & Drink,Brewery / Pub,West Vancouver,"Vancouver, Coast and Mountains",49.3252622,-123.1426122,welcoming,https://villagetaphouse.com/,"900 Main St, West Vancouver, BC V7T 0A5, Canada",Casual,Buy BC (independent),0,,,n7568020859,osm,ChIJCYeeZR9uhlQRKRWLSYnl-VQ,0.0,affiliated with Cactus Restaurants Ltd.,"The Village Taphouse is a casual pub and restaurant in North Vancouver's Park Royal area, operated by Park Royal Village Tap House Ltd. (affiliated with Cactus Restaurants Ltd.). The menu spans shareable plates, artisan pizzas, burgers, salads, and handhelds, with both indoor seating and an outdoor patio. Online ordering for pickup and delivery is available, making it a flexible food stop."
9a794451dc,Montana's,Food & Drink,Restaurant,Langley,"Vancouver, Coast and Mountains",49.1130445,-122.665058,info,https://www.montanas.ca/,"20100 Langley Bypass, V3A 9J7",Casual,Buy Canadian,,,,n2606689438,chain,,,,
9a79ea2585,Baskin-Robbins,Food & Drink,Ice Cream,North Vancouver,"Vancouver, Coast and Mountains",49.3233225,-123.111281,info,https://www.baskinrobbins.ca/,1327 Marine Drive,Cheap eats,Global chain,,,,n8641921717,chain,ChIJO7omctFxhlQRv8w88wyss_w,2.7,,
